PRODUCT_CODE,제품명,가격,제조사,주요 성분,효능 및 기능,복용 방법,주의 사항 및 부작용
P00212,1 라이펫 분석,0원,,"조단백질 66.5% 이상, 조지방 0.05% 이상, 조섬유 1% 이하, 조회분 13.5% 이하, 수분 6.2% 이하, 칼슘 0.08% 이상, 인 0.8% 이상 췌장 효소 (인공 첨가물:0, 알러지 주의:0)",소화기 장애 강아지를 위한 동물병원 췌장 영양제 장 활성에 매우 효과적인 돼지 췌장 효소 이용 췌장효소가 장까지 도달 장용 코팅 방식 사용 청결하고 편리한 개별 캡슐 포장 소화기 장애 강아지를 위한 동물병원 췌장 영양제 소화기 장애 강아지를 위한 동물병원 췌장 영양제 동물병원 췌장 영양제 장 활성에 매우 효과적인 돼지 췌장 효소 이용 장 활성에 매우 효과적인 돼지 췌장 효소 이용 돼지 췌장 효소 이용 췌장효소가 장까지 도달 장용 코팅 방식 사용 췌장효소가 장까지 도달 장용 코팅 방식 사용 장용 코팅 방식 사용 청결하고 편리한 개별 캡슐 포장 청결하고 편리한 개별 캡슐 포장 개별 캡슐 포장,췌장 소화 효소 보조제 벳플러스 라이펙스 췌장 소화 효소 보조제 벳플러스 라이펙스 보름이 믹스 4살 남아 보름이 믹스 4살 남아 제형 캡슐 제형 캡슐 급여 방법 캡슐 채로 급여하지 말고 캡슐을 열어 내용물만을 음식에 섞어서 급여해주세요. 급여 방법 캡슐 채로 급여하지 말고 캡슐을 열어 내용물만을 음식에 섞어서 급여해주세요. 권장 급여 1일 1회 2캡슐 권장 급여 1일 1회 2캡슐 1일 금액 550원 1일 금액 550원 보름이 믹스 4살 남아 권장 급여 1일 1회 2캡슐 1일 금액 550원 지금 바로,
P00024,1 라이펫 분석,0원,,"글루코오스산화효소 , 락토페르옥시다아제 , 소르비톨용액 , 정제수 , 무수인산수소칼슘 , 수화실리카 , 글리세린 , 향료 , 덱스트로오스 , 잔탄검 , 이산화티타늄 , 티오시안산칼륨 , 안식향산나트륨 (인공 첨가물:9, 알러지 주의:0)",이중효소 특허공법으로 구강 혐기성 세균 억제 발라만 줘도 느끼는 충치 예방 및 구취 개선 먹더라도 안전하게 발포제 및 불소 미함유 다양한 맛 선택으로 기호에 따른 맞춤 사용 이중효소 특허공법으로 구강 혐기성 세균 억제 이중효소 특허공법으로 구강 혐기성 세균 억제 구강 혐기성 세균 억제 발라만 줘도 느끼는 충치 예방 및 구취 개선 발라만 줘도 느끼는 충치 예방 및 구취 개선 충치 예방 및 구취 개선 먹더라도 안전하게 발포제 및 불소 미함유 먹더라도 안전하게 발포제 및 불소 미함유 발포제 및 불소 미함유 다양한 맛 선택으로 기호에 따른 맞춤 사용 다양한 맛 선택으로 기호에 따른 맞춤 사용 기호에 따른 맞춤 사용,,
P00116,1 라이펫 분석,0원,,"조단백질 5% 이상, 조지방 3% 이상, 조섬유 2% 이하, 조회분 2% 이하, 칼슘 0.01% 이상, 인 0.01% 이상, 수분 14% 이하 타피오카 , 말티톨 , 이소말토올리고당 , 글리세린 , 현미 , 귀리 , 젤라틴 , 아마씨분말 , CMC-Na , 글리세린모노스테아레이트 , 비타민 B1 , 아세트산아연 , 향료 (인공 첨가물:7, 알러지 주의:2)",HACCP 인증 시설에서 위생적으로 생산 특허 출원된 형상으로 뛰어난 치석제거 효과 트러블을 유발하지 않는 저알러지 포뮬러 HACCP 인증 시설에서 위생적으로 생산 HACCP 인증 시설에서 위생적으로 생산 위생적으로 생산 특허 출원된 형상으로 뛰어난 치석제거 효과 특허 출원된 형상으로 뛰어난 치석제거 효과 뛰어난 치석제거 효과 트러블을 유발하지 않는 저알러지 포뮬러 트러블을 유발하지 않는 저알러지 포뮬러 저알러지 포뮬러,덴탈 껌 덴티페어리 디스펜서 S 덴탈 껌 덴티페어리 디스펜서 S 보름이 믹스 4살 남아 보름이 믹스 4살 남아 제형 껌 제형 껌 급여 방법 제품을 씹지 않고 통째로 삼키지 않게 주의해주세요. 급여 방법 제품을 씹지 않고 통째로 삼키지 않게 주의해주세요. 권장 급여 1일 1회 2캡슐 권장 급여 1일 1회 2캡슐 1일 금액 550원 1일 금액 550원 보름이 믹스 4살 남아 권장 급여 1일 1회 2캡슐 1일 금액 550원 지금 바로,
P00016,1 라이펫 분석,0원,,"조단백질 10% 이상, 조지방 5% 이상, 조섬유 12% 이하, 조회분 4% 이하, 칼슘 0.12% 이상, 인 0.05% 이상, 수분 10% 이하 말린 감자전분박(PV 70) , 효모제품 , 레시틴 , 치커리 이눌린 , 비타민 B1 , 비타민 B6 , 비타민 B12 , 아미노산(메티오닌) (인공 첨가물:0, 알러지 주의:0)",스웨덴 농업부 승인 고품질 위장 영양 보충제 높은 수분흡수율 섬유질로 소화기능&배변활동 개선 레시틴&프리바이오틱스로 위장 점막 보호와 기능 개선 건강관리 안전하게 무방부제 무색소 스웨덴 농업부 승인 고품질 위장 영양 보충제 스웨덴 농업부 승인 고품질 위장 영양 보충제 고품질 위장 영양 보충제 높은 수분흡수율 섬유질로 소화기능&배변활동 개선 높은 수분흡수율 섬유질로 소화기능&배변활동 개선 소화기능&배변활동 개선 레시틴&프리바이오틱스로 위장 점막 보호와 기능 개선 레시틴&프리바이오틱스로 위장 점막 보호와 기능 개선 위장 점막 보호와 기능 개선 건강관리 안전하게 무방부제 무색소 건강관리 안전하게 무방부제 무색소 무방부제 무색소,위장 영양제 프로덴 스토맥스 위장 영양제 프로덴 스토맥스 보름이 믹스 4살 남아 보름이 믹스 4살 남아 제형 파우더 제형 파우더 급여 방법 1일 2회로 나누어 주식/간식에 혼합해 급여해주세요. 용량 측정 스푼은 포함되어 있습니다. 급여 방법 1일 2회로 나누어 주식/간식에 혼합해 급여해주세요. 용량 측정 스푼은 포함되어 있습니다. 권장 급여 1일 1회 2캡슐 권장 급여 1일 1회 2캡슐 1일 금액 550원 1일 금액 550원 보름이 믹스 4살 남아 권장 급여 1일 1회 2캡슐 1일 금액 550원 지금 바로,
P00139,1 라이펫 분석,"11,900원",,"조단백질 5% 이상, 조지방 1.25% 이상, 조섬유 0.67% 이하, 조회분 2.7% 이하, 칼슘 0.3% 이상, 인 0.14% 이상, 수분 80% 이하, 나트륨 0.2% 이하, 열량 0.71kcal/g 고구마 , 오리 , 쌀가루 , 비타민합제(비타민 D, 비타민 C 외) , 미네랄합제(철, 구리 외) , 타우린 , 치커리식이섬유 , 귀리식이섬유 , 브로멜라인 , 한천 (인공 첨가물:3, 알러지 주의:4)",췌장 건강에 도움되는 브로멜라인 함유 건강에 중요한 수분보충 촉촉한 습식 간식으로 해결 사람이 먹는 것과 동일하게 휴먼그레이드 살고기 사용 HACCP의 인증 받은 안심 제조시설 췌장 건강에 도움되는 브로멜라인 함유 췌장 건강에 도움되는 브로멜라인 함유 브로멜라인 함유 건강에 중요한 수분보충 촉촉한 습식 간식으로 해결 건강에 중요한 수분보충 촉촉한 습식 간식으로 해결 촉촉한 습식 간식으로 해결 사람이 먹는 것과 동일하게 휴먼그레이드 살고기 사용 사람이 먹는 것과 동일하게 휴먼그레이드 살고기 사용 휴먼그레이드 살고기 사용 HACCP의 인증 받은 안심 제조시설 HACCP의 인증 받은 안심 제조시설 안심 제조시설,췌장 처방간식 닥터맘마 미니파이케어 파인 췌장 처방간식 닥터맘마 미니파이케어 파인 보름이 믹스 4살 남아 보름이 믹스 4살 남아 제형 무스 제형 무스 급여 방법 식기에 옮겨 먹기 편하도록 잘게 나누어 급여해주세요. 급여 방법 식기에 옮겨 먹기 편하도록 잘게 나누어 급여해주세요. 권장 급여 1일 1회 2캡슐 권장 급여 1일 1회 2캡슐 1일 금액 550원 1일 금액 550원 보름이 믹스 4살 남아 권장 급여 1일 1회 2캡슐 1일 금액 550원 지금 바로,
P00017,1 라이펫 분석,0원,,"인 0.1% 이상, 칼슘 0.05% 이상, 조지방 0.1% 이상, 조단백질 18% 이상, 수분 14% 이하, 조섬유 2% 이하, 조회분 7% 이하 말토덱스트린 , 스테아린산마그네슘 (인공 첨가물:2, 알러지 주의:0)",모유의 원리를 이용한 스트레스 완화 보조제 뛰어난 성분 안정성으로 임신 중에도 급여 가능 필요한 상황에 따라 단기 or 장기 급여 가능 파우더 함유 캡슐 높은 기호성&급여 용이성 모유의 원리를 이용한 스트레스 완화 보조제 모유의 원리를 이용한 스트레스 완화 보조제 스트레스 완화 보조제 뛰어난 성분 안정성으로 임신 중에도 급여 가능 뛰어난 성분 안정성으로 임신 중에도 급여 가능 임신 중에도 급여 가능 필요한 상황에 따라 단기 or 장기 급여 가능 필요한 상황에 따라 단기 or 장기 급여 가능 단기 or 장기 급여 가능 파우더 함유 캡슐 높은 기호성&급여 용이성 파우더 함유 캡슐 높은 기호성&급여 용이성 높은 기호성&급여 용이성,스트레스 완화제 베토퀴놀 질켄 75mg 스트레스 완화제 베토퀴놀 질켄 75mg 보름이 믹스 4살 남아 보름이 믹스 4살 남아 제형 캡슐 제형 캡슐 급여 방법 직접 급여하거나 캡슐 개봉 후 주식/간식에 혼합해 충분한 물과 같이 급여해주세요. 급여 방법 직접 급여하거나 캡슐 개봉 후 주식/간식에 혼합해 충분한 물과 같이 급여해주세요. 권장 급여 1일 1회 2캡슐 권장 급여 1일 1회 2캡슐 1일 금액 550원 1일 금액 550원 보름이 믹스 4살 남아 권장 급여 1일 1회 2캡슐 1일 금액 550원 지금 바로,
P00089,1 라이펫 분석,0원,,"조단백질 28.5% 이상, 조지방 7.5% 이상, 조섬유 7.5% 이하, 조회분 10.1% 이하, 칼슘 0.3% 이상, 인 0.1% 이상, 수분 13.2% 이하 효모추출물(SAMe 함유) , 밀크씨슬추출물(Silybin 함유) , 비타민 C , 비타민 E , 글리세롤 (인공 첨가물:2, 알러지 주의:0)",4가지 간 기능성 성분으로 간 건강 및 항산화에 효과적 밀크씨슬 주활성성분으로 활성산소 제거하여 간 보호 간 기능에 필수적인 SAMe 함유 효모 추출물 강력한 항산화 효과의 비타민C & 비타민E 함유 4가지 간 기능성 성분으로 간 건강 및 항산화에 효과적 4가지 간 기능성 성분으로 간 건강 및 항산화에 효과적 간 건강 및 항산화에 효과적 밀크씨슬 주활성성분으로 활성산소 제거하여 간 보호 밀크씨슬 주활성성분으로 활성산소 제거하여 간 보호 활성산소 제거하여 간 보호 간 기능에 필수적인 SAMe 함유 효모 추출물 간 기능에 필수적인 SAMe 함유 효모 추출물 SAMe 함유 효모 추출물 강력한 항산화 효과의 비타민C & 비타민E 함유 강력한 항산화 효과의 비타민C & 비타민E 함유 비타민C & 비타민E 함유,간 영양제 새밀린 스몰 타블릿 간 영양제 새밀린 스몰 타블릿 보름이 믹스 4살 남아 보름이 믹스 4살 남아 제형 타블렛 제형 타블렛 급여 방법 반드시 정제를 원래의 형태 그대로 유지한 상태로 직접 급여하거나 주식/간식과 급여해주세요. 급여 방법 반드시 정제를 원래의 형태 그대로 유지한 상태로 직접 급여하거나 주식/간식과 급여해주세요. 권장 급여 1일 1회 2캡슐 권장 급여 1일 1회 2캡슐 1일 금액 550원 1일 금액 550원 보름이 믹스 4살 남아 권장 급여 1일 1회 2캡슐 1일 금액 550원 지금 바로,
P00140,1 라이펫 분석,"11,900원",,"조단백질 3.9% 이상, 조지방 0.7% 이상, 조섬유 0.28% 이하, 조회분 1.25% 이하, 칼슘 0.04% 이상, 인 0.12% 이상, 수분 85% 이하, 나트륨 0.2% 이하, 열량 0.568kcal/g 오리 , 쌀가루 , 비타민합제(비타민 D, 비타민 C 외) , 미네랄합제(철, 구리 외) , 꿀 , 올리브유 , 타우린 , 오메가-3 , 키토산 , 황기 , 한천 (인공 첨가물:3, 알러지 주의:3)",신장 관리에 도움되는 키토산 함유 건강에 중요한 수분보충 촉촉한 습식 간식으로 해결 사람이 먹는 것과 동일하게 휴먼그레이드 살고기 사용 HACCP의 인증 받은 안심 제조시설 신장 관리에 도움되는 키토산 함유 신장 관리에 도움되는 키토산 함유 키토산 함유 건강에 중요한 수분보충 촉촉한 습식 간식으로 해결 건강에 중요한 수분보충 촉촉한 습식 간식으로 해결 촉촉한 습식 간식으로 해결 사람이 먹는 것과 동일하게 휴먼그레이드 살고기 사용 사람이 먹는 것과 동일하게 휴먼그레이드 살고기 사용 휴먼그레이드 살고기 사용 HACCP의 인증 받은 안심 제조시설 HACCP의 인증 받은 안심 제조시설 안심 제조시설,신장 처방간식 닥터맘마 미니파이케어 라이스 신장 처방간식 닥터맘마 미니파이케어 라이스 보름이 믹스 4살 남아 보름이 믹스 4살 남아 제형 무스 제형 무스 급여 방법 식기에 옮겨 먹기 편하도록 잘게 나누어 급여해주세요. 급여 방법 식기에 옮겨 먹기 편하도록 잘게 나누어 급여해주세요. 권장 급여 1일 1회 2캡슐 권장 급여 1일 1회 2캡슐 1일 금액 550원 1일 금액 550원 보름이 믹스 4살 남아 권장 급여 1일 1회 2캡슐 1일 금액 550원 지금 바로,
P00431,1 라이펫 분석,0원,,"조단백질 22% 이상, 조지방 5.5% 이상, 조회분 7% 이하, 조섬유 2.8% 이하, 수분 30% 이하, 칼슘 0.2% 이상, 인 0.15% 이상 사슴고기 , 닭고기 , 쌀가루 , 감자분말 , 후코이단 , D-소르비톨 , 글리세린 , 제3인산칼슘 , 비타민 C , 비타민 E , 정제염 , 프락토올리고당 , 소르빈산칼륨 , 글루코사민 (인공 첨가물:5, 알러지 주의:3)",체내 면역 강화에 탁월한 후코이단 함유 HACCP 승인을 받은 안심되는 살균 공정 알러지 개선에 도움되는 사슴 고기 사용 말랑말랑 소프트한 기호성 높은 영양 스틱 체내 면역 강화에 탁월한 후코이단 함유 체내 면역 강화에 탁월한 후코이단 함유 후코이단 함유 HACCP 승인을 받은 안심되는 살균 공정 HACCP 승인을 받은 안심되는 살균 공정 안심되는 살균 공정 알러지 개선에 도움되는 사슴 고기 사용 알러지 개선에 도움되는 사슴 고기 사용 사슴 고기 사용 말랑말랑 소프트한 기호성 높은 영양 스틱 말랑말랑 소프트한 기호성 높은 영양 스틱 기호성 높은 영양 스틱,간식 후코이단 사슴 스틱 간식 후코이단 사슴 스틱 보름이 믹스 4살 남아 보름이 믹스 4살 남아 제형 스틱 제형 스틱 급여 방법 권장 급여량에 맞춰 급여해주세요. 급여 방법 권장 급여량에 맞춰 급여해주세요. 권장 급여 1일 1회 2캡슐 권장 급여 1일 1회 2캡슐 1일 금액 550원 1일 금액 550원 보름이 믹스 4살 남아 권장 급여 1일 1회 2캡슐 1일 금액 550원 지금 바로,
P00369,1 라이펫 분석,0원,,"조단백질 12% 이상, 조지방 2% 이상, 조섬유 3.5% 이하, 조회분 1.9% 이하, 칼슘 0.41% 이상, 인 0.28% 이상, 수분 3.8% 이하 글루코오스 , 결정셀룰로오스 , 프락토올리고당 , 판크레아틴 , 유도단백질(가수분해닭간) , 리파아제 , 10종혼합유산균-엘(L)2(Streptococcus thermophilus, Lactobacillus acidophilus, L.plantarum, L.rhamnosus, Bifidobacterium longum 등) , 난소화성 말토덱스트린 , 건조 효모 , 차전자피분말 , 마그네슘 , 코발라민 , 엽산 (인공 첨가물:3, 알러지 주의:0)","3대 췌장 효소 리파아제와 아밀라아제, 프로테아제 소화 기능 개선을 위한 엽산과 코발라민 보존제 등 유해성분 ALL FREE 안전하고 편리한 개별 스틱 포장 3대 췌장 효소 리파아제와 아밀라아제, 프로테아제 3대 췌장 효소 리파아제와 아밀라아제, 프로테아제 아밀라아제, 프로테아제 소화 기능 개선을 위한 엽산과 코발라민 소화 기능 개선을 위한 엽산과 코발라민 엽산과 코발라민 보존제 등 유해성분 ALL FREE 보존제 등 유해성분 ALL FREE ALL FREE 안전하고 편리한 개별 스틱 포장 안전하고 편리한 개별 스틱 포장 개별 스틱 포장",췌장 영양제 진정성 TE 트리플 엔자임 췌장 영양제 진정성 TE 트리플 엔자임 보름이 믹스 4살 남아 보름이 믹스 4살 남아 제형 분말 제형 분말 급여 방법 주식 또는 간식과 함께 급여해주세요. 급여 방법 주식 또는 간식과 함께 급여해주세요. 권장 급여 1일 1회 2캡슐 권장 급여 1일 1회 2캡슐 1일 금액 550원 1일 금액 550원 보름이 믹스 4살 남아 권장 급여 1일 1회 2캡슐 1일 금액 550원 지금 바로,
P00035,1 라이펫 분석,"15,000원",,"조단백질 7% 이상, 조지방 5.5% 이상, 조섬유 2% 이하, 조회분 7% 이하, 칼슘 0.05% 이상, 인 3% 이상, 수분 10% 이하 노티드랙(아스코필럼노도섬) , 밀 , 옥수수 , 쌀 , 보리 , 밀기울 , 올리브오일 , 야채향 , 천연항산화제-토코페롤 (인공 첨가물:0, 알러지 주의:5)",치석과 구취제거 효과로 유럽 구강케어 판매 1위 체내 흡수 후 침을 통한 성분 분비로 치석 제거 매일 편리한 급여로 꾸준한 구강관리 북대서양 해초를 원료로 풍부한 비타민과 미네랄 치석과 구취제거 효과로 유럽 구강케어 판매 1위 치석과 구취제거 효과로 유럽 구강케어 판매 1위 유럽 구강케어 판매 1위 체내 흡수 후 침을 통한 성분 분비로 치석 제거 체내 흡수 후 침을 통한 성분 분비로 치석 제거 성분 분비로 치석 제거 매일 편리한 급여로 꾸준한 구강관리 매일 편리한 급여로 꾸준한 구강관리 꾸준한 구강관리 북대서양 해초를 원료로 풍부한 비타민과 미네랄 북대서양 해초를 원료로 풍부한 비타민과 미네랄 풍부한 비타민과 미네랄,구강 영양제 프로덴 플라그오프 바이트 구강 영양제 프로덴 플라그오프 바이트 보름이 믹스 4살 남아 보름이 믹스 4살 남아 제형 키블 제형 키블 급여 방법 직접 급여하거나 주식/간식과 함께 급여해주세요. 급여 방법 직접 급여하거나 주식/간식과 함께 급여해주세요. 권장 급여 1일 1회 2캡슐 권장 급여 1일 1회 2캡슐 1일 금액 550원 1일 금액 550원 보름이 믹스 4살 남아 권장 급여 1일 1회 2캡슐 1일 금액 550원 지금 바로,갑상선 질환 진단 시 급여 전 수의사 상담 권장 갑상선 질환 진단 시 급여 전 수의사 상담 권장 갑상선 질환 진단 시 급여 전 수의사 상담 권장 급여 전 수의사 상담 권장
P00368,1 라이펫 분석,0원,,"조단백질 7.3% 이상, 조지방 1.5% 이상, 칼슘 0.31% 이상, 인 0.19% 이상, 조섬유 4.0% 이하, 조회분 1.5% 이하, 수분 3.5% 이하 글루코오스 , 결정셀룰로오스 , 프락토올리고당 , 기타가공품(정제어유분말) , 유도단백질(가수분해닭간) , 마리골드추출분말 , 비타민 C , 건조 효모 , 비타민 E , 히알루론산 , 포도종자추출물 , 아스타잔틴 , 마그네슘 , 혼합제제(비타민B믹스DS) (인공 첨가물:3, 알러지 주의:0)",망막 건강에 집중 관여하는 루테인과 지아잔틴 강력한 안구 항산화 물질 아스타잔틴과 안토시아니딘 보존제 등 유해성분 ALL FREE 안전하고 편리한 개별 스틱 포장 망막 건강에 집중 관여하는 루테인과 지아잔틴 망막 건강에 집중 관여하는 루테인과 지아잔틴 루테인과 지아잔틴 강력한 안구 항산화 물질 아스타잔틴과 안토시아니딘 강력한 안구 항산화 물질 아스타잔틴과 안토시아니딘 아스타잔틴과 안토시아니딘 보존제 등 유해성분 ALL FREE 보존제 등 유해성분 ALL FREE ALL FREE 안전하고 편리한 개별 스틱 포장 안전하고 편리한 개별 스틱 포장 개별 스틱 포장,눈 영양제 진정성 LZ 루테인 지아잔틴 눈 영양제 진정성 LZ 루테인 지아잔틴 보름이 믹스 4살 남아 보름이 믹스 4살 남아 제형 분말 제형 분말 급여 방법 주식 또는 간식과 함께 급여해주세요. 급여 방법 주식 또는 간식과 함께 급여해주세요. 권장 급여 1일 1회 2캡슐 권장 급여 1일 1회 2캡슐 1일 금액 550원 1일 금액 550원 보름이 믹스 4살 남아 권장 급여 1일 1회 2캡슐 1일 금액 550원 지금 바로,
P00090,1 라이펫 분석,0원,,"조단백질 32.5% 이상, 조지방 11.2% 이상, 조섬유 7.5% 이하, 조회분 5.7% 이하, 칼슘 0.08% 이상, 인 0.6% 이상, 수분 8.8% 이하 효모추출물(SAMe 함유) , 포도당 , 밀크씨슬추출물(Silybin 함유) , 비타민 E , 비타민 C , 닭고기 분말(천연 향미) (인공 첨가물:2, 알러지 주의:1)",4가지 간 기능성 성분으로 간 건강 및 항산화에 효과적 밀크시슬 주활성성분으로 활성산소 제거하여 간 보호 간 기능에 필수적인 SAMe 함유 효모 추출물 강력한 항산화 효과의 비타민C & 비타민E 함유 4가지 간 기능성 성분으로 간 건강 및 항산화에 효과적 4가지 간 기능성 성분으로 간 건강 및 항산화에 효과적 간 건강 및 항산화에 효과적 밀크시슬 주활성성분으로 활성산소 제거하여 간 보호 밀크시슬 주활성성분으로 활성산소 제거하여 간 보호 활성산소 제거하여 간 보호 간 기능에 필수적인 SAMe 함유 효모 추출물 간 기능에 필수적인 SAMe 함유 효모 추출물 SAMe 함유 효모 추출물 강력한 항산화 효과의 비타민C & 비타민E 함유 강력한 항산화 효과의 비타민C & 비타민E 함유 비타민C & 비타민E 함유,간 영양제 새밀린 스몰 사셰 간 영양제 새밀린 스몰 사셰 보름이 믹스 4살 남아 보름이 믹스 4살 남아 제형 파우더 제형 파우더 급여 방법 주식/간식에 혼합해 급여해주세요. 급여 방법 주식/간식에 혼합해 급여해주세요. 권장 급여 1일 1회 2캡슐 권장 급여 1일 1회 2캡슐 1일 금액 550원 1일 금액 550원 보름이 믹스 4살 남아 권장 급여 1일 1회 2캡슐 1일 금액 550원 지금 바로,
P00967,1 라이펫 분석,0원,,"조단백질 18% 이상, 조지방 2.5% 이상, 조섬유 1.5% 이하, 조회분 4.5% 이하, 칼슘 0.1% 이상, 인 0.1% 이상, 수분 4.5% 이하 글루코오스 , 결정셀룰로오스 , 프락토올리고당 , 유도단백질(가수분해닭간) , 혼합제제(리포좀 L-아르기닌) , 타우린 , L-카르니틴 , 비타민 E , 베타카로틴 , 토마토추출물 , 건조효모 , 포스파티딜세린 , 코엔자임Q10 , 비타민 B1 염산염 , 스테아린산마그네슘 (인공 첨가물:2, 알러지 주의:1)",최적의 배합으로 설계된 심장 건강 맞춤 포뮬러 혈류 개선·항산화 지원하는 코엔자임Q10과 타우린 주성분의 흡수율을 높이는 L-아르기닌·마그네슘 함유 안전하고 편리한 개별 스틱 포장 최적의 배합으로 설계된 심장 건강 맞춤 포뮬러 최적의 배합으로 설계된 심장 건강 맞춤 포뮬러 심장 건강 맞춤 포뮬러 혈류 개선·항산화 지원하는 코엔자임Q10과 타우린 혈류 개선·항산화 지원하는 코엔자임Q10과 타우린 코엔자임Q10과 타우린 주성분의 흡수율을 높이는 L-아르기닌·마그네슘 함유 주성분의 흡수율을 높이는 L-아르기닌·마그네슘 함유 L-아르기닌·마그네슘 함유 안전하고 편리한 개별 스틱 포장 안전하고 편리한 개별 스틱 포장 개별 스틱 포장,심혈관 영양제 진정성 CT 코엔자임 Q10 타우린 심혈관 영양제 진정성 CT 코엔자임 Q10 타우린 보름이 믹스 4살 남아 보름이 믹스 4살 남아 제형 분말 제형 분말 급여 방법 주식 또는 간식과 함께 급여해주세요. 급여 방법 주식 또는 간식과 함께 급여해주세요. 권장 급여 1일 1회 2캡슐 권장 급여 1일 1회 2캡슐 1일 금액 550원 1일 금액 550원 보름이 믹스 4살 남아 권장 급여 1일 1회 2캡슐 1일 금액 550원 지금 바로,
P00969,1 라이펫 분석,0원,,"조단백질 6.5% 이상, 조지방 8.5% 이상, 조섬유 3% 이하, 조회분 1.5% 이하, 칼슘 0.1% 이상, 인 0.1% 이상, 수분 6.5% 이하 글루코오스 , 기타식용유지가공품(MCT유지분말) , 결정셀룰로오스 , 프락토올리고당 , 유도단백질(가수분해닭간) , 밀크씨슬추출분말 , 케르세틴 , 베타카로틴 , 비타민 E , 토마토추출물 , 건조 효모 , 포스파티딜세린 , 대두레시틴 , 포도종자추출물 , 비타민 C , 코엔자임Q10 , 혼합제제(리포좀 L-글루타치온효모90) , 베타글루칸 , 스테아린산마그네슘 , 실리빈 , 프로안토시아니딘 (인공 첨가물:3, 알러지 주의:1)",강력한 항산화 효과를 위한 13가지 핵심 성분 배합 뇌 기능·인지 개선을 돕는 포스파티딜세린·MCT 함유 세포 손상을 방어하는 코엔자임Q10과 실리빈 안전하고 편리한 개별 스틱 포장 강력한 항산화 효과를 위한 13가지 핵심 성분 배합 강력한 항산화 효과를 위한 13가지 핵심 성분 배합 13가지 핵심 성분 배합 뇌 기능·인지 개선을 돕는 포스파티딜세린·MCT 함유 뇌 기능·인지 개선을 돕는 포스파티딜세린·MCT 함유 포스파티딜세린·MCT 함유 세포 손상을 방어하는 코엔자임Q10과 실리빈 세포 손상을 방어하는 코엔자임Q10과 실리빈 코엔자임Q10과 실리빈 안전하고 편리한 개별 스틱 포장 안전하고 편리한 개별 스틱 포장 개별 스틱 포장,항산화 영양제 진정성 MP MCT 포스파티딜세린 항산화 영양제 진정성 MP MCT 포스파티딜세린 보름이 믹스 4살 남아 보름이 믹스 4살 남아 제형 분말 제형 분말 급여 방법 주식 또는 간식과 함께 급여해주세요. 급여 방법 주식 또는 간식과 함께 급여해주세요. 권장 급여 1일 1회 2캡슐 권장 급여 1일 1회 2캡슐 1일 금액 550원 1일 금액 550원 보름이 믹스 4살 남아 권장 급여 1일 1회 2캡슐 1일 금액 550원 지금 바로,
